Date,S&P 500,FTSE 100
2021-01-05,0.007082595157549276,0.006147370310576772
2021-01-06,0.005709842747752214,0.03472318322491752
2021-01-07,0.014847403800101189,0.0022070035913674957
2021-01-08,0.005491862685268911,0.002377104373268102
2021-01-11,-0.006554750898592476,-0.010882662885807415
2021-01-12,0.0004157884466327033,-0.006530838029528585
2021-01-13,0.0022756417379066196,-0.0012733151022198408
2021-01-14,-0.0037534511943366766,0.008375954339930214
2021-01-15,-0.007190027975370938,-0.009747104482137559
2021-01-20,0.013935625421946263,0.0040816181057277134
2021-01-21,0.0003167233075522802,-0.0037089787493628235
2021-01-22,-0.0030106116552376383,-0.003022873541814741
2021-01-25,0.0036158389430824833,-0.008394227792378195
2021-01-26,-0.0014888337468982327,0.002274487923958457
2021-01-27,-0.025677883699462,-0.013014742659490541
2021-01-28,0.009760625975629766,-0.006273366574882533
2021-01-29,-0.019311475173124593,-0.01818825530325552
2021-02-01,0.016051767614439383,0.009192337470737444
2021-02-02,0.013898223484416938,0.0077787167092029375
2021-02-03,0.0010087690809532646,-0.001365781815680589
2021-02-04,0.010853322230420792,-0.000629953209692613
2021-02-05,0.003897495164625342,-0.0022141842631950848
2021-02-08,0.007399348360373592,0.005270244300902283
2021-02-09,-0.0011135249921484514,0.0012416797204337637
2021-02-10,-0.00034518493235935477,-0.0011023631583145788
2021-02-11,0.0016624551635393559,0.0006591093484635824
2021-02-12,0.0047110331133788375,0.009358617725909513
2021-02-17,-0.0003204020092266724,-0.005630547281758269
2021-02-18,-0.004415835627354592,-0.013962316290625276
2021-02-19,-0.0018548966445751658,0.001027595431118522
2021-02-22,-0.0077328394581538396,-0.0017813714806008685
2021-02-23,0.0012563181187927874,0.0020718832803885423
2021-02-24,0.01135161376597904,0.004995562586833202
2021-02-25,-0.02447880752512621,-0.0010512088902238093
2021-02-26,-0.004750214169902844,-0.025345775354216782
2021-03-01,0.023790763506800205,0.016210645531560708
2021-03-02,-0.008080851690870694,0.003839994640282285
2021-03-03,-0.01306622187199813,0.009329008608450762
2021-03-04,-0.013417213930100202,-0.003685131848737977
2021-03-05,0.01949596819778221,-0.0030672394177156947
2021-03-08,-0.005359231030161227,0.01336250624481572
2021-03-09,0.01415464230382213,0.0016668462842452936
2021-03-10,0.006030313342701321,-0.0006982908886133954
2021-03-11,0.010395487004435822,0.001695001513355221
2021-03-12,0.0010153984958789497,0.003636633516401977
2021-03-15,0.006491921301497117,-0.0017451460012570807
2021-03-16,-0.0015696837343783798,0.007985525398769955
2021-03-17,0.00287938213053085,-0.006011508871287097
2021-03-18,-0.014760539319459198,0.0025137887987083385
2021-03-19,-0.0006027039747036333,-0.010472439481776674
2021-03-22,0.007025118077311765,0.0025936324231492502
2021-03-23,-0.007630854183940605,-0.003999331254841643
2021-03-24,-0.00546733601831495,0.002044976509410157
2021-03-25,0.005240265846959469,-0.005675654070597336
2021-03-26,0.016631202604519668,0.009858017452829104
2021-03-29,-0.0008680126852336212,-0.0006527463845956705
2021-03-30,-0.0031578329337678124,0.005329399558037462
2021-03-31,0.0036224990395776757,-0.008638383833140084
2021-04-01,0.011825201774944727,0.003530104070321949
2021-04-07,0.001475232784985625,0.009042104775812243
2021-04-08,0.0042206328286402695,0.00826403965536282
2021-04-09,0.007719934348738189,-0.003802885235551945
2021-04-12,-0.00019607884876882142,-0.0038606824641096438
2021-04-13,0.0032944868090414303,0.00020320540040152935
2021-04-14,-0.004087726727828533,0.007125767020716989
2021-04-15,0.01109419052516647,0.006325998865349014
2021-04-16,0.0036088195555097347,0.0051550082336937475
2021-04-19,-0.005306560094486046,-0.0027637156982335265
2021-04-20,-0.006802319771775922,-0.020028312932188097
2021-04-21,0.009306055472153574,0.005160410916732916
2021-04-22,-0.009210657476561801,0.006221686052843678
2021-04-23,0.010928696540176919,5.763776375600216e-05
2021-04-26,0.001782270924804541,0.0035309716160578652
2021-04-27,-0.00021489588801437698,-0.002599430914736134
2021-04-28,-0.0008455399168898481,0.002692612715982756
2021-04-29,0.006762806734045723,-0.0003159520442854724
2021-04-30,-0.007194706699326425,0.0011922437244127337
2021-05-05,0.0007034637617677753,0.016769644976265097
2021-05-06,0.008165456466051824,0.005242054131637808
2021-05-07,0.007373341616968343,0.007560554891513638
2021-05-10,-0.010435647322188157,-0.000841550112295697
2021-05-11,-0.00867391280271812,-0.02466417598934234
2021-05-12,-0.021449400664502738,0.008146243185988666
2021-05-13,0.012173141406923493,-0.005896167146297038
2021-05-14,0.014917956876899785,0.011531931012749741
2021-05-17,-0.0025300521932207776,-0.0015191372542657788
2021-05-18,-0.008517292959364653,0.0001848871712673006
2021-05-19,-0.002943411456817757,-0.011941656146775115
2021-05-20,0.010554741756143349,0.010014043828829644
2021-05-21,-0.0007838806801412357,-0.00024213041376408562
2021-05-24,0.009911292190138532,0.004773371643870927
2021-05-25,-0.0021252837802967495,-0.0030915384688356973
2021-05-26,0.0018768165702687245,-0.00041251563690569704
2021-05-27,0.0011653145418315525,-0.0010245922286225007
2021-05-28,0.0007688818911402162,0.0004131091447019397
2021-06-01,-0.0004923335226864056,0.008244795594024135
2021-06-02,0.0014469348384307246,0.003883906503777901
2021-06-03,-0.0036287033416374515,-0.006133947334869161
2021-06-04,0.008834095710505974,0.0006511660891004301
2021-06-07,-0.0007967387044511831,0.001160021970929348
2021-06-08,0.00017502486450582388,0.0025292349869663333
2021-06-09,-0.0018238673194856947,-0.00198730073743536
2021-06-10,0.004652243012262192,0.0010168331185567148
2021-06-11,0.0019484346695590737,0.006475536959876571
2021-06-14,0.0018152018730952513,0.0017661789831613373
2021-06-15,-0.0020116937805257917,0.0036100303612038864
2021-06-16,-0.005390124612855707,0.0017427675148136146
2021-06-17,-0.00043571559205179966,-0.004398065087856673
2021-06-18,-0.013124468779900589,-0.018997945620127243
2021-06-21,0.014002289962720793,0.006384012068044065
2021-06-22,0.005124491902218642,0.003922262730069015
2021-06-23,-0.0010832833431588806,-0.0022425814307123204
2021-06-24,0.005811249724885448,0.005074836636202562
2021-06-25,0.0033305973193167304,0.0036708998110055457
2021-06-28,0.0023149642620619026,-0.00884237844098823
2021-06-29,0.00027733619326086867,0.002064201563162671
2021-06-30,0.0013281596467464851,-0.007068697015343406
2021-07-01,0.0052216268542757405,0.012461839476021419
2021-07-02,0.007500081663913916,-0.0002667139972081234
2021-07-07,0.003358975310182588,0.007055457525843245
2021-07-08,-0.008561024934316985,-0.01682279467032588
2021-07-09,0.011277947808795874,0.012971639310129346
2021-07-12,0.0034511743312370946,0.0004914418972454815
2021-07-13,-0.0035168126585656267,-9.819898403451433e-05
2021-07-14,0.0011649345752446916,-0.004701952234009821
2021-07-15,-0.0032622408541723713,-0.011168799798495832
2021-07-16,-0.007538854211077806,-0.0005561754625997839
2021-07-19,-0.015869512427409305,-0.023358712494310208
2021-07-20,0.015162609437855634,0.005362076418114148
2021-07-21,0.008241819990835397,0.017032117738146058
2021-07-22,0.0020166699583279435,-0.004286755474509074
2021-07-23,0.010145452020822843,0.008510008844461403
2021-07-26,0.0023821998626283314,-0.0003130791852020698
2021-07-27,-0.0047124448070912095,-0.004170553291596324
2021-07-28,-0.0001862618826539153,0.0029302039298819693
2021-07-29,0.004206152980007483,0.008807656675223985
2021-07-30,-0.0054060480514769305,-0.006512785133965915
2021-08-02,-0.001842805614891363,0.007024784493981695
2021-08-03,0.0082034265474622,0.0033890166680432543
2021-08-04,-0.004632387901412294,0.002561282706981638
2021-08-05,0.006005446813494242,-0.0004913039273402031
2021-08-06,0.001675266241764728,0.0003651617453950262
2021-08-09,-0.0009399082741974318,0.0013056022304507309
2021-08-10,0.0009926793341701323,0.004023974888665904
2021-08-11,0.0012757437876824707,0.008253050922531813
2021-08-12,0.004146380281677686,-0.003725696594217842
2021-08-13,0.001607306655808216,0.003545014639884103
2021-08-16,0.002620850702215849,-0.00896285945695785
2021-08-17,-0.00706069881494753,0.0037881042292773337
2021-08-18,-0.010748470745585936,-0.0016432430697632672
2021-08-19,0.0012566922329095842,-0.015398979726244266
2021-08-20,0.008141567655737925,0.0041082888837071785
2021-08-23,0.00852379036424833,0.0029769181205949735
2021-08-24,0.0014957363013194946,0.0023631741014911167
2021-08-25,0.002220118224179668,0.003410184629768054
2021-08-26,-0.005824918819612557,-0.0035104540235006976
2021-08-27,0.008807632480425154,0.00322807017543858
2021-09-01,0.0003116886257619189,0.004227651242227459
2021-09-02,0.002842638410522902,0.0019720968476635292
2021-09-03,-0.0003350311257153127,-0.0035595137212424133
2021-09-08,-0.001318566739775151,-0.007539080633338191
2021-09-09,-0.004605608657393345,-0.010048594840039504
2021-09-10,-0.007722578759925436,0.0007118248143520578
2021-09-13,0.0022764876184568905,0.005576695206005233
2021-09-14,-0.00574663850657553,-0.004852555763876221
2021-09-15,0.008473996979569742,-0.0025021107763470996
2021-09-16,-0.0015511404489350067,0.001567733200313448
2021-09-17,-0.009110872450405094,-0.009092835623443651
2021-09-20,-0.01697731100841482,-0.008573179745429815
2021-09-21,-0.0008123585165593639,0.0111676152242699
2021-09-22,0.009519611195260236,0.014668371629243726
2021-09-23,0.012134715784494876,-0.0007058757191367171
2021-09-24,0.001461009046688222,-0.0038002801077745563
2021-09-27,-0.0027763826213396126,0.001687570352939094
2021-09-28,-0.020364110556098214,-0.00499756564480891
2021-09-29,0.0015691842194003325,0.011397119640194298
2021-09-30,-0.011909714125195148,-0.0030669216355394546
2021-10-01,0.01149147763018199,-0.008368114346452127
